productid,ean
2183,5901477117114
2184,5901477143205
2185,5901477117138
2186,5901477117145
2187,5901477117152
2188,5901477117169
2189,5901477117176
2190,5901477143212
2191,5901477117190
2192,5901477117206
2193,5901477117213
2194,5901477117220
2195,5901477117237
2196,5901477117251
2197,5901477117268
2199,5901477117282
2200,5901477117299
2201,5901477117305
2202,5901477117312
2203,5901477117329
2204,5901477117336
2205,5901477117343
2206,5901477117350
2207,5901477122910
2208,5901477122200
2209,5901477122217
2214,5901477122095
2215,5901477122101
2577,5901477109720
2216,5901477122118
2217,5901477128370
2218,5901477133671
2219,5901477128363
6859,5901477155727
2221,5901477128417
2222,5901477128295
2223,5901477128387
2225,5901477122477
2578,5901477109737
6860,5901477155734
2226,5901477122484
2227,5901477122521
2228,5901477130045
2229,5901477122545
2607,5901477116698
2230,5901477122552
2231,5901477122569
2232,5901477122538
2233,5901477134470
2234,5901477135835
6861,5901477155741
2235,5901477131271
2236,5901477107887
2239,5901477117886
2240,5901477108181
2242,5901477126581
2243,5901477108136
2244,5901477108143
2246,5901477129353
2247,5901477108150
2248,5901477122019
2249,5901477115677
2250,5901477108167
2253,5901477114359
2254,5901477114519
6862,5901477155758
2255,5901477120428
2256,5901477108341
2258,5901477108358
2260,5901477108365
2261,5901477115486
2262,5901477108372
2263,5901477115493
2266,5901477108389
2267,5901477108396
6863,5901477155765
2268,5901477108402
2269,5901477108419
2270,5901477108426
2271,5901477120442
2272,5901477120893
2273,5901477120886
2274,5901477120879
2275,5901477125546
2276,5901477108266
2277,5901477108273
2608,5901477116704
2278,5901477108846
2280,5901477108310
2281,5901477108334
2282,5901477120459
2579,5901477109744
2283,5901477117923
2284,5901477108327
2285,5901477110160
2287,5901477110184
2288,5901477120756
2580,5901477109751
2289,5901477110207
2290,5901477110214
2291,5901477132513
2292,5901477110221
2293,5901477110238
2581,5901477109768
2294,5901477110245
2295,5901477113239
2296,5901477110252
2297,5901477110269
2298,5901477116117
2299,5901477113598
2304,5901477110108
2307,5901477116162
2308,5901477116155
2309,5901477116148
2310,5901477116131
2311,5901477110115
6864,5901477155772
2312,5901477110122
2313,5901477134395
2314,5901477134401
2315,5901477134418
2316,5901477143243
2317,5901477143250
2318,5901477143267
2319,5901477108518
2320,5901477108525
2321,5901477108532
2322,5901477108549
2323,5901477119804
2324,5901477105586
2325,5901477131264
2326,5901477108556
2327,5901477108563
2328,5901477108570
2337,5901477108198
2338,5901477120725
2339,5901477108204
2340,5901477120732
2583,5901477109775
2341,5901477120763
2343,5901477107474
2344,5901477114649
2345,5901477114656
2346,5901477129360
2347,5901477131639
2348,5901477129377
2351,5901477117817
2355,5901477126321
2357,5901477136429
2358,5901477163142
2359,5901477121975
2362,5901477127786
2363,5901477118333
2364,5901477118340
2365,5901477118357
2367,5901477134463
2368,5901477152412
2369,5901477152443
2370,5901477152467
2371,5901477152481
2372,5901477152504
2373,5901477108211
2375,5901477108457
2377,5901477108433
2378,5901477123337
2379,5901477123344
2380,5901477128424
2381,5901477128431
2382,5901477128448
2383,5901477123191
2584,5901477109782
6865,5901477155789
2384,5901477123214
2385,5901477123221
2387,5901477108686
2389,5901477108693
2390,5901477108709
2392,5901477108716
2393,5901477108723
2394,5901477108730
2395,5901477108747
2396,5901477108754
2397,5901477108761
2398,5901477108778
2399,5901477108785
2400,5901477123238
2401,5901477123245
2402,5901477108792
2403,5901477123252
2404,5901477108808
2405,5901477123269
2406,5901477123276
2407,5901477108815
2409,5901477123283
2410,5901477123290
2411,5901477108822
2413,5901477108839
2415,5901477123306
2416,5901477120480
2418,5901477108228
2420,5901477108440
2609,5901477116711
2422,5901477108464
2424,5901477128783
2425,5901477128776
2428,5901477108235
2431,5901477115936
2434,5901477115998
2439,5901477146060
2452,5901477108495
2453,5901477108501
2457,5901477108853
2458,5901477108860
2459,5901477108877
2460,5901477108884
2461,5901477108891
2462,5901477108907
2463,5901477108914
2464,5901477108921
2465,5901477108938
2466,5901477108945
2467,5901477108952
2468,5901477108969
2469,5901477108976
2470,5901477108983
2471,5901477108990
2472,5901477109003
2473,5901477109010
2474,5901477109027
2475,5901477109034
2476,5901477109041
2477,5901477109058
2478,5901477109065
2479,5901477109072
2480,5901477109089
2481,5901477109096
2482,5901477109102
2483,5901477109119
2484,5901477109126
2485,5901477109133
2486,5901477109140
2487,5901477109157
2488,5901477109164
2489,5901477109171
2490,5901477109188
2491,5901477109195
2492,5901477109201
2493,5901477109218
2494,5901477109225
2495,5901477109232
2496,5901477109249
2497,5901477109256
2498,5901477109263
2499,5901477109270
2500,5901477109287
2501,5901477109294
2502,5901477109300
2503,5901477109317
2504,5901477109324
2505,5901477109331
2506,5901477109348
2507,5901477109355
2508,5901477109362
2509,5901477109379
2510,5901477109386
2511,5901477109393
2524,5901477109522
2531,5901477109591
2532,5901477109607
2534,5901477109621
2536,5901477109645
2537,5901477109652
2538,5901477109669
2539,5901477109966
2541,5901477109973
2542,5901477121135
2543,5901477109980
2544,5901477109997
2545,5901477146282
2546,5901477110009
2547,5901477110016
2548,5901477110023
2549,5901477110030
2550,5901477110047
2554,5901477107948
2555,5901477107955
2556,5901477107962
2557,5901477107979
2558,5901477107986
2559,5901477107993
2560,5901477108006
2561,5901477110054
2562,5901477110061
2563,5901477110078
2564,5901477110085
2565,5901477110092
2566,5901477121128
2567,5901477121159
2568,5901477121142
2585,5901477118395
2610,5901477121098
2611,5901477126680
2612,5901477127694
2613,5901477129957
2614,5901477126369
2623,5901477132049
6866,5901477155796
2626,5901477135194
2627,5901477135200
2628,5901477135217
2629,5901477135224
2630,5901477135231
2631,5901477135248
6867,5901477155802
2632,5901477135255
2633,5901477135262
2634,5901477135279
2635,5901477135286
2636,5901477135293
2637,5901477135309
6873,5901477155819
2638,5901477135316
2639,5901477135323
2640,5901477135330
2641,5901477135347
2642,5901477135354
2643,5901477135361
6877,5901477155826
2644,5901477135378
2645,5901477135385
2646,5901477135392
2647,5901477135408
2648,5901477135675
2649,5901477135682
2650,5901477135699
2651,5901477135705
2652,5901477135712
2654,5901477105760
2655,5901477105777
2657,5901477105791
2658,5901477105814
2659,5901477105784
2660,5901477105807
2661,5901477105821
2663,5901477127182
2664,5901477121036
2665,5901477113574
2666,5901477114397
2667,5901477114403
2669,5901477134630
2670,5901477134647
2843,5901477110849
6878,5901477155833
2672,5901477129223
2673,5901477129230
2674,5901477129216
2675,5901477129247
2676,5901477129261
2677,5901477129278
2678,5901477129285
2679,5901477129292
2680,5901477115592
2681,5901477115608
2682,5901477115615
2683,5901477115622
2684,5901477115639
2685,5901477115646
2686,5901477115653
2687,5901477115660
2688,5901477104916
2689,5901477104923
2690,5901477115530
2691,5901477120466
2692,5901477117602
2693,5901477128875
2694,5901477117824
2695,5901477106545
2696,5901477106552
2697,5901477127748
2698,5901477129346
2701,5901477106170
2704,5901477106194
6880,5901477155840
2705,5901477106569
2706,5901477106576
2708,5901477121364
2709,5901477121371
2710,5901477106583
6881,5901477155857
2713,5901477126352
2714,5901477121418
2715,5901477121401
2716,5901477110368
2729,5901477105845
2730,5901477107573
2731,5901477114366
2844,5901477110856
6882,5901477155864
2732,5901477135828
2733,5901477120046
2734,5901477120053
2736,5901477107597
2737,5901477114694
2752,5901477105968
2756,5901477106002
2757,5901477106019
2758,5901477106026
2759,5901477106033
2761,5901477106057
2768,5901477106125
2770,5901477106149
2771,5901477121111
2772,5901477121104
2773,5901477110399
2774,5901477110405
2775,5901477110375
2776,5901477110382
2777,5901477110412
2778,5901477128462
2779,5901477126673
2780,5901477128479
2781,5901477117800
2782,5901477120954
2845,5901477110863
2846,5901477110870
2783,5901477110429
2784,5901477110436
2785,5901477110443
2786,5901477110450
2787,5901477117909
2788,5901477110467
2789,5901477110474
2790,5901477110481
2791,5901477118364
2792,5901477110498
2794,5901477110504
2848,5901477115561
2796,5901477113642
2797,5901477128219
2798,5901477131691
2799,5901477131707
2800,5901477131714
2801,5901477131721
2802,5901477114038
2803,5901477114045
2849,5901477115578
2804,5901477114052
2805,5901477114021
2806,5901477124884
2807,5901477124891
2808,5901477122040
2809,5901477110511
2810,5901477110528
2811,5901477110535
2812,5901477110542
2813,5901477110559
2814,5901477110566
2815,5901477110573
2816,5901477110580
2817,5901477110597
2818,5901477110603
2820,5901477110627
2821,5901477110634
2822,5901477110641
2823,5901477110658
2825,5901477110672
2827,5901477110689
2830,5901477110719
2832,5901477110733
2833,5901477110740
2834,5901477110757
2835,5901477110764
2836,5901477110771
2837,5901477110788
2838,5901477110795
2839,5901477110801
2840,5901477110818
2841,5901477110825
2842,5901477110832
2850,5901477115585
2851,5901477123085
2852,5901477133732
2853,5901477117879
3088,5901477133930
3089,5901477133947
2854,5901477110276
2855,5901477110283
2856,5901477110290
2857,5901477110337
3090,5901477133954
3091,5901477133961
2859,5901477110306
2860,5901477110313
2862,5901477110351
2863,5901477110320
2864,5901477110887
2865,5901477110894
2866,5901477110979
2867,5901477110900
2868,5901477110986
2869,5901477110931
2870,5901477110993
2871,5901477110948
2872,5901477111006
2873,5901477110955
2874,5901477110962
2876,5901477111020
2877,5901477111037
2878,5901477111044
2879,5901477111051
2880,5901477111082
2881,5901477111068
2882,5901477111075
2883,5901477133749
2884,5901477121951
2885,5901477111099
2886,5901477111105
2887,5901477111112
2888,5901477111136
2889,5901477111143
2890,5901477111129
2891,5901477127373
2892,5901477127397
3092,5901477133978
3093,5901477133985
2893,5901477127380
2894,5901477127403
2895,5901477111150
2897,5901477111174
2898,5901477111181
2899,5901477158544
2903,5901477111228
2912,5901477111310
2913,5901477111327
2914,5901477111334
3094,5901477133992
2915,5901477111341
2916,5901477111358
2917,5901477111365
2918,5901477111372
2919,5901477111389
2920,5901477111396
2921,5901477111402
2922,5901477111419
2923,5901477111426
2924,5901477111433
2925,5901477111440
2926,5901477111457
2927,5901477111464
2928,5901477111471
2971,5901477111969
2972,5901477111976
3095,5901477134005
2973,5901477111983
2974,5901477111990
2975,5901477112003
2976,5901477112010
2977,5901477115479
2978,5901477126987
2979,5901477112027
2980,5901477112034
2981,5901477112041
2982,5901477112058
2983,5901477112065
2984,5901477112072
2985,5901477112089
2986,5901477112096
2987,5901477112102
2988,5901477112119
2989,5901477112126
2990,5901477112133
2991,5901477112140
2992,5901477112157
2993,5901477112164
2994,5901477112171
2995,5901477112188
2996,5901477112195
2997,5901477112201
2998,5901477112218
2999,5901477112225
3000,5901477112232
3001,5901477112249
3002,5901477112256
3003,5901477112263
3004,5901477112270
3005,5901477112287
3006,5901477112294
3007,5901477112300
3008,5901477112317
3009,5901477112324
3010,5901477112331
3011,5901477112348
3012,5901477112355
3013,5901477112362
3014,5901477112379
3096,5901477134012
3015,5901477112386
3016,5901477112393
3017,5901477112409
3018,5901477112416
3019,5901477112423
3020,5901477112430
3097,5901477134029
3021,5901477112447
3022,5901477112454
3023,5901477112461
3024,5901477112478
3025,5901477112485
3026,5901477112492
3098,5901477134036
3027,5901477112508
3028,5901477112515
3029,5901477112522
3030,5901477112539
3031,5901477112546
3034,5901477112577
3099,5901477134043
3035,5901477112584
3036,5901477112591
3037,5901477112607
3038,5901477112614
3040,5901477112638
3041,5901477112645
3100,5901477134050
3042,5901477112652
3043,5901477112669
3044,5901477112676
3045,5901477112683
3047,5901477112706
3048,5901477112713
3101,5901477134067
3049,5901477112720
3050,5901477112737
3056,5901477131738
3057,5901477131745
3058,5901477131752
3059,5901477131769
3060,5901477131776
6883,5901477155871
3061,5901477131783
3062,5901477131790
3063,5901477131806
3064,5901477131813
3065,5901477131820
3066,5901477131837
3067,5901477131844
3102,5901477134074
3068,5901477131851
3069,5901477131868
3070,5901477131875
3071,5901477131882
3072,5901477131899
3073,5901477131905
3074,5901477133794
3075,5901477133800
3076,5901477133817
3103,5901477134081
3104,5901477134098
3105,5901477134104
3106,5901477134111
3107,5901477134128
3108,5901477134135
3109,5901477134142
3110,5901477134159
3111,5901477134166
3112,5901477134173
3113,5901477134180
3114,5901477134197
3115,5901477134203
3116,5901477134210
3117,5901477134227
3118,5901477134234
3119,5901477134241
3120,5901477134258
3121,5901477134265
3124,5901477134296
3126,5901477112744
3127,5901477128813
3128,5901477112751
6884,5901477155888
3129,5901477112768
3130,5901477126840
3131,5901477112775
3132,5901477112782
3133,5901477112799
3134,5901477112805
3135,5901477131585
3136,5901477129032
3137,5901477112829
3138,5901477112836
6885,5901477155895
3139,5901477136368
3140,5901477136375
3141,5901477136382
3142,5901477128806
3143,5901477148897
3144,5901477128790
3498,5901477122422
3155,5901477112843
3156,5901477112850
3157,5901477112867
3159,5901477122309
3160,5901477124976
3161,5901477124983
6886,5901477155901
3162,5901477124990
3163,5901477125003
3164,5901477125010
3165,5901477125027
3166,5901477125034
3501,5901477122453
3167,5901477125041
3168,5901477125058
3169,5901477125065
3170,5901477125072
3171,5901477125089
3172,5901477125096
3173,5901477125102
3174,5901477125119
3175,5901477125126
3176,5901477125133
3177,5901477125140
3502,5901477122460
3178,5901477125157
3179,5901477125164
3180,5901477125171
3181,5901477125188
3182,5901477125195
3183,5901477125201
3184,5901477125218
3185,5901477125225
3186,5901477125232
3187,5901477125249
3188,5901477125256
3189,5901477125263
3190,5901477125270
3191,5901477125287
3192,5901477125294
3193,5901477125300
3194,5901477125317
3195,5901477125324
6887,5901477155918
3196,5901477125331
3197,5901477125348
3198,5901477125355
3199,5901477125362
3200,5901477125379
3201,5901477125386
3202,5901477125393
3203,5901477125409
3204,5901477124631
3205,5901477124648
3206,5901477124655
3207,5901477124662
6892,5901477155925
3208,5901477124679
3209,5901477124686
3210,5901477124693
3211,5901477124709
3212,5901477124716
3213,5901477124723
3214,5901477124730
3215,5901477124747
3216,5901477124754
3217,5901477124761
3218,5901477124778
3219,5901477124785
3220,5901477124792
3221,5901477124808
3222,5901477124815
3223,5901477124822
3224,5901477124839
3225,5901477124846
3226,5901477113659
3228,5901477120152
3232,5901477120190
3234,5901477120213
3235,5901477120220
3236,5901477120237
6893,5901477155932
3237,5901477115172
3238,5901477120244
3240,5901477113666
3241,5901477120268
3242,5901477120275
3243,5901477129902
3244,5901477120282
6894,5901477155949
6895,5901477155956
3245,5901477120299
3247,5901477120312
3248,5901477120329
3249,5901477115189
3250,5901477103933
6896,5901477155963
3251,5901477120848
3252,5901477122279
3253,5901477128769
3254,5901477126222
3255,5901477143335
3256,5901477126239
3503,5901477134487
3257,5901477126703
3258,5901477126727
3259,5901477128745
3260,5901477128752
3261,5901477134302
3262,5901477134319
3264,5901477121784
3265,5901477121807
3266,5901477121814
3267,5901477121821
3268,5901477129186
3269,5901477129193
3525,5901477129636
6897,5901477155970
3270,5901477121791
3272,5901477114090
3273,5901477114106
3274,5901477114113
6898,5901477155987
3276,5901477114137
3278,5901477114151
3279,5901477114168
3280,5901477114175
6899,5901477155994
3281,5901477114182
3282,5901477114199
3283,5901477114205
3284,5901477114212
3285,5901477114229
6900,5901477156007
6902,5901477156014
3286,5901477114281
3287,5901477114298
3288,5901477114236
3289,5901477114243
3290,5901477114250
3291,5901477114267
3292,5901477114274
3295,5901477129162
3297,5901477114311
3298,5901477114328
6903,5901477156021
6904,5901477156038
3299,5901477114304
3300,5901477167171
3304,5901477134388
3308,5901477116995
3309,5901477117008
3310,5901477116988
3315,5901477100154
3316,5901477100161
3317,5901477100178
3318,5901477100185
3319,5901477100192
3320,5901477100208
3321,5901477100215
3322,5901477100222
3324,5901477100239
3325,5901477100246
3326,5901477100253
3327,5901477115158
3328,5901477120602
3329,5901477120619
3330,5901477115141
3331,5901477115134
3332,5901477116964
3333,5901477116971
3334,5901477116957
6905,5901477156045
6906,5901477156052
3335,5901477117732
3338,5901477100260
3339,5901477116858
3340,5901477125850
6907,5901477156069
6908,5901477156076
3341,5901477100277
3342,5901477116865
3343,5901477116872
3344,5901477116889
3345,5901477116896
6909,5901477156083
3346,5901477116902
3347,5901477116919
3348,5901477117015
3349,5901477100284
3350,5901477100291
8231,5901477167225
3351,5901477100307
3352,5901477100314
3353,5901477115127
3354,5901477115110
3355,5901477115103
3356,5901477116926
3357,5901477116933
3358,5901477116940
3359,5901477126932
3360,5901477123832
3361,5901477126710
3362,5901477123818
3363,5901477123825
3364,5901477123849
3365,5901477123757
3366,5901477123764
3367,5901477123771
3368,5901477123740
3369,5901477143342
3370,5901477123795
3371,5901477124006
3378,5901477124013
3379,5901477117985
3382,5901477118074
3383,5901477124297
3384,5901477118081
3385,5901477124280
3386,5901477118067
3387,5901477124303
3388,5901477124310
3390,5901477118111
3391,5901477118104
3392,5901477118135
3393,5901477118128
3394,5901477118159
3395,5901477118142
3396,5901477118166
3397,5901477118173
3398,5901477118180
3399,5901477118210
3400,5901477118197
3401,5901477129971
3402,5901477118029
3403,5901477118036
3406,5901477118043
3407,5901477118050
3408,5901477118227
10027,5901477183669
3409,5901477124518
3413,5901477123993
3423,5901477131929
3424,5901477126246
3425,5901477120961
3426,5901477117831
3427,5901477117848
3428,5901477117855
3429,5901477123658
3430,5901477119637
3432,5901477119644
3433,5901477119651
3434,5901477112874
3435,5901477123689
3436,5901477123641
3440,5901477117961
3442,5901477100581
3443,5901477100598
3444,5901477100604
3445,5901477100611
3446,5901477100628
3448,5901477100642
3449,5901477100659
3451,5901477100673
3454,5901477157295
3455,5901477124495
3456,5901477124457
3458,5901477124464
10028,5901477183676
3459,5901477118289
3460,5901477118296
3461,5901477118302
3462,5901477127342
3463,5901477127359
3465,5901477110917
3466,5901477110924
3484,5901477122255
3486,5901477131974
3487,5901477122316
3488,5901477131981
3489,5901477122330
3490,5901477122347
3491,5901477122354
3492,5901477122361
3493,5901477122378
3494,5901477122385
3495,5901477122392
3496,5901477122408
3497,5901477122415
3526,5901477129643
3527,5901477129650
3528,5901477129667
3529,5901477129674
3530,5901477129681
3531,5901477129698
10029,5901477183683
3532,5901477129704
3533,5901477129711
3534,5901477129728
3535,5901477129735
3536,5901477123733
7529,5901477160530
3537,5901477123726
3538,5901477123719
3539,5901477121166
3540,5901477121173
3541,5901477121180
3542,5901477121197
3543,5901477121203
3544,5901477121210
3545,5901477121227
3546,5901477121234
3547,5901477121241
3548,5901477121258
3549,5901477121265
3550,5901477121272
3551,5901477121289
3552,5901477121296
3553,5901477121302
3554,5901477116766
3555,5901477116773
10030,5901477183690
3556,5901477123696
3557,5901477123702
3558,5901477116780
3559,5901477116797
3560,5901477116827
3561,5901477116803
3562,5901477116810
3563,5901477116834
3564,5901477121395
3565,5901477114410
3566,5901477114441
3567,5901477114458
3568,5901477114465
3569,5901477114472
3570,5901477129506
3571,5901477113130
3572,5901477113635
3573,5901477112959
3574,5901477112966
3577,5901477132001
3579,5901477135927
3580,5901477132018
3581,5901477117411
3582,5901477117428
3583,5901477117435
3584,5901477123467
3585,5901477123481
3590,5901477135934
3591,5901477143380
3592,5901477143397
3593,5901477113093
3595,5901477112911
10031,5901477183881
3596,5901477113154
3598,5901477112928
3599,5901477116551
3600,5901477112935
3602,5901477112942
3603,5901477123412
3604,5901477123429
3605,5901477123436
3606,5901477117787
3607,5901477117794
3608,5901477113406
10032,5901477183898
3609,5901477113413
3610,5901477113420
3611,5901477113437
3612,5901477115899
10033,5901477183904
3614,5901477122835
3616,5901477113444
3617,5901477113451
3618,5901477113468
3623,5901477101342
3624,5901477101359
3628,5901477101397
3629,5901477101403
3630,5901477101410
7530,5901477160547
3631,5901477101427
3632,5901477101434
3633,5901477101441
3634,5901477101458
3635,5901477101465
7531,5901477160554
3636,5901477101472
3638,5901477101496
3639,5901477101502
3640,5901477101519
3642,5901477101533
8060,5901477163647
3643,5901477101540
3645,5901477101564
3646,5901477101571
3648,5901477101595
3649,5901477126734
3650,5901477126741
3651,5901477126758
3652,5901477125560
3653,5901477125577
3654,5901477125584
3655,5901477125591
3656,5901477125607
3657,5901477125614
3658,5901477125621
3659,5901477125638
3660,5901477125645
3661,5901477125652
3662,5901477125669
3663,5901477128844
3664,5901477128851
3665,5901477128868
3666,5901477100000
3667,5901477100017
3668,5901477100024
3669,5901477100031
3670,5901477100048
3671,5901477100055
3672,5901477100062
3673,5901477100079
3674,5901477100086
3675,5901477100093
3676,5901477100109
3677,5901477100116
3678,5901477100123
3679,5901477100130
3680,5901477100147
3682,5901477126567
3683,5901477126574
3684,5901477114939
3685,5901477114946
3686,5901477114953
3687,5901477114960
3688,5901477114977
3689,5901477127915
3690,5901477127922
3691,5901477127939
3692,5901477127946
3725,5901477118586
3696,5901477118517
3697,5901477118524
3698,5901477118531
3705,5901477118944
3724,5901477118579
3726,5901477118593
3730,5901477119019
3732,5901477118869
3734,5901477127267
3735,5901477127274
3736,5901477127281
3737,5901477127298
3738,5901477127304
3739,5901477127311
3740,5901477127328
3741,5901477127496
3742,5901477127502
3743,5901477127519
3744,5901477127526
3745,5901477127533
3746,5901477127540
3747,5901477127557
3748,5901477127564
3757,5901477133626
3758,5901477133633
3759,5901477133640
3760,5901477118739
3761,5901477118746
3762,5901477118753
3764,5901477118777
3765,5901477118784
3766,5901477118791
3767,5901477119217
3768,5901477118807
3769,5901477121838
3770,5901477121845
3771,5901477121852
3775,5901477120985
3776,5901477121050
3777,5901477121005
3778,5901477121012
3779,5901477121029
3780,5901477121043
3781,5901477121067
3782,5901477123528
3783,5901477123535
3784,5901477123542
3785,5901477123559
3786,5901477127366
3787,5901477127236
3788,5901477181818
3789,5901477181825
3790,5901477181832
3791,5901477181849
3792,5901477181658
3793,5901477127465
3794,5901477127472
3795,5901477127489
3796,5901477133107
3797,5901477133114
3798,5901477133121
3799,5901477133138
3804,5901477135514
3810,5901477120664
3812,5901477120671
3813,5901477169496
3818,5901477112980
3819,5901477112997
3820,5901477126642
3822,5901477107788
3824,5901477107801
3825,5901477134449
3826,5901477120350
3827,5901477120367
3828,5901477120374
3830,5901477136016
3831,5901477128127
3832,5901477127007
3833,5901477127014
3834,5901477127021
3835,5901477127038
3837,5901477128097
3838,5901477128103
3839,5901477128059
3840,5901477128066
3841,5901477128073
3842,5901477128080
3867,5901477113499
3869,5901477125461
3870,5901477164484
3871,5901477126956
3872,5901477164491
3873,5901477126963
3874,5901477164507
3875,5901477140488
3876,5901477164514
3882,5901477116537
3883,5901477116544
3884,5901477135644
3886,5901477126376
3887,5901477126383
3888,5901477126390
3889,5901477129070
3890,5901477129087
3891,5901477126604
3970,5901477104442
3893,5901477135767
3894,5901477135781
3896,5901477133664
3897,5901477135750
3898,5901477136344
3899,5901477113017
3900,5901477113024
3901,5901477113031
3902,5901477113048
3903,5901477113055
3904,5901477113079
3906,5901477119415
3907,5901477126000
3908,5901477122798
3909,5901477126772
3910,5901477120862
3911,5901477143403
3912,5901477143410
3913,5901477127830
3914,5901477127847
3915,5901477128288
8061,5901477163654
3916,5901477135774
3918,5901477129582
3919,5901477143427
3920,5901477133206
3921,5901477125690
3922,5901477133213
3923,5901477133190
3924,5901477133237
3925,5901477133220
3926,5901477143434
3929,5901477115783
3930,5901477115790
3931,5901477115806
3932,5901477115813
3933,5901477115820
3934,5901477115837
3935,5901477115844
3936,5901477115851
3938,5901477115868
3939,5901477115875
3940,5901477115882
3942,5901477135477
3943,5901477143441
3944,5901477127700
3948,5901477132872
3951,5901477133619
3958,5901477115455
3959,5901477115462
3960,5901477115431
3961,
3969,5901477115912
4164,5901477125508
3971,5901477104459
3972,5901477104466
3974,5901477126697
3975,5901477133053
3976,5901477126895
3978,5901477115387
3979,5901477135804
3981,5901477113901
6808,5901477155208
3982,5901477114069
3983,5901477116735
3984,5901477132025
3985,5901477143458
3986,5901477143465
3987,5901477143472
3988,5901477143489
3989,5901477143496
6811,5901477169465
3990,5901477143502
3991,5901477130038
3993,5901477123368
3995,5901477121074
3996,5901477116742
3998,5901477129179
4000,5901477123894
4001,5901477136030
4002,5901477123900
4003,5901477123917
4004,5901477128547
6814,5901477156106
4005,5901477128554
4006,5901477132032
4007,5901477123924
4008,5901477128165
4009,5901477119002
4010,5901477123931
4011,5901477123948
4012,5901477124266
4014,5901477123955
4015,5901477127045
4016,5901477123962
4017,5901477127052
4018,5901477127069
4020,5901477123979
4023,5901477128172
4024,5901477127106
4025,5901477127113
8062,5901477163661
4026,5901477123986
4027,5901477127120
4028,5901477124068
4029,5901477124211
4031,5901477124228
4034,5901477127168
4035,5901477127175
4036,5901477128561
6818,5901477155468
4037,5901477149047
4038,5901477124198
4039,5901477124204
4040,5901477124082
4041,5901477124099
4042,5901477124105
4043,5901477140129
4044,5901477124143
4045,5901477125676
4046,5901477124235
4047,5901477124112
4048,5901477124242
4049,5901477124259
4050,5901477124136
4051,5901477127205
4052,5901477124129
4053,5901477118999
4054,5901477128578
4055,5901477114489
8063,5901477163678
4056,5901477128585
4057,5901477126048
4058,5901477127212
4059,5901477127977
4060,5901477127335
4061,5901477127427
4062,5901477127441
4066,5901477124396
4068,5901477124402
4069,5901477124419
4076,5901477122699
4079,5901477127731
4080,5901477127724
4081,5901477127717
4082,5901477131615
4083,5901477131622
4085,5901477134654
4086,5901477134661
4087,5901477134678
4088,5901477134685
4091,5901477124181
4092,5901477149016
4093,5901477128592
4094,5901477128608
4095,5901477124150
4097,5901477128615
4098,5901477128622
4099,5901477124174
4100,5901477128639
4101,5901477149023
4102,5901477149030
4103,5901477136238
4105,5901477136047
4106,5901477128653
4107,5901477128660
4108,5901477128677
4109,5901477136054
4110,5901477136061
4111,5901477128684
4112,5901477128691
4113,5901477149054
4114,5901477149061
4115,5901477128707
4117,5901477128714
4118,5901477123856
4120,5901477124273
4121,5901477128721
4122,5901477128738
4123,5901477117244
4124,5901477117930
4125,5901477117947
4126,5901477125447
4127,5901477126598
4128,5901477129612
4129,5901477117916
4131,5901477127229
4132,5901477125959
4133,5901477125966
4134,5901477128226
4135,5901477122897
4137,5901477134371
4138,5901477129209
4139,5901477127892
4140,5901477129889
4142,5901477117862
4143,5901477120817
4145,5901477122286
4147,5906190200822
4149,5901477115547
4150,5901477115035
4151,5901477114991
4152,5901477114083
4154,5901477166617
4157,5901477125492
4158,5901477129599
4159,5901477122859
4160,5901477123566
4161,5901477125515
4162,5901477121944
4163,5901477117510
4165,5901477126031
4166,5901477126024
4167,5901477123313
4171,5901477125522
4172,5901477165924
4173,5901477167027
4174,5901477167034
4175,5901477167041
4176,5901477167058
4177,5901477167065
4178,5901477165931
4187,5901477127588
4188,5901477127595
4189,5901477120657
4191,5901477121777
4192,5901477121760
4193,5901477127618
4194,5901477127625
4195,5901477127632
4196,5901477127649
4197,5901477127656
4199,5901477143533
4200,5901477143540
4201,5901477143557
4203,5901477139253
4210,5901477129124
4211,5901477124501
4212,5901477118845
4214,5901477118975
4215,5901477124471
4216,5901477124488
4217,5901477129148
4218,5901477129155
8064,5901477163685
4219,5901477101991
4220,5901477102752
4221,5901477129438
4222,5901477129414
4223,5901477129421
8234,5901477167270
4224,5901477129384
4225,5901477129391
4226,5901477136023
4227,5901477103360
4228,5901477103377
4229,5901477103384
4239,5901477102684
4240,5901477102691
4241,5901477102707
4242,5901477102714
4243,5901477102721
4244,5901477102738
4245,5901477102745
4246,5901477143588
4247,5901477102769
4248,5901477102776
4249,5901477102783
4250,5901477102790
4251,5901477102806
4252,5901477102813
4253,5901477102820
4254,5901477102837
4255,5901477116568
4256,5901477103018
4257,5901477103025
4258,5901477103032
4259,5901477127984
4260,5901477127991
4261,5901477103254
4262,5901477103261
4263,5901477103278
4264,5901477103285
4265,5901477103292
4266,5901477103308
4268,5901477103315
4269,5901477103322
4270,5901477103339
4272,5901477103346
4273,5901477103353
4274,5901477115233
4275,5901477115240
4276,5901477115257
4277,5901477143564
4278,5901477115271
4279,5901477115288
4280,5901477115295
4281,5901477115301
4282,5901477115318
4283,5901477115325
4289,5901477122996
4290,5901477123009
4291,5901477123016
4292,5901477123023
4293,5901477123030
4294,5901477123047
4295,5901477123054
4299,5901477126628
4306,5901477135484
