"imageid","ean","url","alt","is_primary"
"162","5901477130489","https://b2b.geko.pl/zasoby/import/1/194_0_16833759.jpg","Imagem do produto","true"
"163","5901477130496","https://b2b.geko.pl/zasoby/import/1/195_0_16833856.jpg","Imagem do produto","true"
"164","5901477130502","https://b2b.geko.pl/zasoby/import/1/196_0_16833908.jpg","Imagem do produto","true"
"165","5901477130519","https://b2b.geko.pl/zasoby/import/1/197_0_16833938.jpg","Imagem do produto","true"
"166","5901477130526","https://b2b.geko.pl/zasoby/import/1/198_0_16833985.jpg","Imagem do produto","true"
"167","5901477130540","https://b2b.geko.pl/zasoby/import/2/200_0_16834096.jpg","Imagem do produto","true"
"168","5901477130571","https://b2b.geko.pl/zasoby/import/2/203_0_16834215.jpg","Imagem do produto","true"
"169","5901477130595","https://b2b.geko.pl/zasoby/import/2/205_0_16834344.jpg","Imagem do produto","true"
"170","5901477130601","https://b2b.geko.pl/zasoby/import/2/206_0_16834416.jpg","Imagem do produto","true"
"171","5901477130618","https://b2b.geko.pl/zasoby/import/2/207_0_16834502.jpg","Imagem do produto","true"
"172","5901477131332","https://b2b.geko.pl/zasoby/import/2/208_0_37336.jpg","Imagem do produto","true"
"173","5901477131332","https://b2b.geko.pl/zasoby/import/2/208_1_37337.jpg","Imagem do produto","false"
"174","5901477131349","https://b2b.geko.pl/zasoby/import/2/209_0_37338.jpg","Imagem do produto","true"
"175","5901477131356","https://b2b.geko.pl/zasoby/import/2/210_0_37339.jpg","Imagem do produto","true"
"176","5901477131356","https://b2b.geko.pl/zasoby/import/2/210_1_37340.jpg","Imagem do produto","false"
"177","5901477131363","https://b2b.geko.pl/zasoby/import/2/211_0_37341.jpg","Imagem do produto","true"
"178","5901477131370","https://b2b.geko.pl/zasoby/import/2/212_0_37342.jpg","Imagem do produto","true"
"179","5901477131370","https://b2b.geko.pl/zasoby/import/2/212_1_37343.jpg","Imagem do produto","false"
"180","5901477131387","https://b2b.geko.pl/zasoby/import/2/213_0_37344.jpg","Imagem do produto","true"
"181","5901477131394","https://b2b.geko.pl/zasoby/import/2/214_0_37345.jpg","Imagem do produto","true"
"182","5901477131394","https://b2b.geko.pl/zasoby/import/2/214_1_37346.jpg","Imagem do produto","false"
"183","5901477131400","https://b2b.geko.pl/zasoby/import/2/215_0_37347.jpg","Imagem do produto","true"
"184","5901477131400","https://b2b.geko.pl/zasoby/import/2/215_1_37348.jpg","Imagem do produto","false"
"185","5901477131400","https://b2b.geko.pl/zasoby/import/2/215_1_37349.jpg","Imagem do produto","false"
