handle_id,product_name,sku,price,category_id,category_name,category_path,has_variants,notes
,Máscaras cirurgicas cx 50pcs,,0.06,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Casaco Protecção Térmica - 5°c,,79,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Capacete Protecção- todas as cores,,2.49,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pistola Mastik Prof. Reforçada,,7.25,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Corta Rebites  - 8""",,3.32,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Capa de chuva em PU,,13.49,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Capa Chuva em Nylon - ECONOMIC,,4.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Viseira de proteção em rede com ajuste,,3.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Viseira de proteção acrílica com ajuste,,1.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Viseira de proteção acrílica,,0.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Máscara de soldador com visor,,3.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Colete de segurança de alta visibilidade verde,,1.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Colete de segurança de alta visibilidade laranja,,1.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Calças e jaqueta de trabalho azul marinho,,9.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Jardineira de trabalho azul marinho,,6.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bata de trabalho azul marinho,,4.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Polainitos de soldador em pele,,3.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Manguitos de soldador em pele,,3.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Avental de soldador em pele,,4.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Casaco de soldador em pele,,16.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Sapato de segurança pele branca,,13.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bota de segurança S3 preta KEVLAR & MICROFIBRA,,19.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Sapato Ténis  camurça em KEVLAR e composito S1P,,19.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bota de segurança S3 com biqueira reforçada e palmilha em aço,,13.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Fita de sinalização amarela e preta 18mts x 50mm,,1.69,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Fita de sinalização branca e vermelha 200m x 50mm,,1.59,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Rede de proteção laranja 100g/M2 = 1Mx50mts,,13.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Corrente de plástico branco e vermelha,,19.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Filtro para máscara tipo COMACEC 2-BL,,0.95,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Auscultadores de proteção - Protectores,,1.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Óculos de proteção 100% transparentes,,0.55,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Óculos de proteção transparente,,0.85,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,óculos de proteção transparente,,0.89,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Corta Rebites,,8.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate bomba de água 250mm,,4.3,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate descarnador profissional,,2.69,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate telefonista pontas redondas profissional,,2.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate telefonista pontas curvas profissional,,2.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate telefonista pontas chatas profissional,,2.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate telefonista profissional,,2.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate universal profissional,,2.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate de corte diagonal profissional,,2.29,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Chave de parafusos fenda CRV ponta magnética,,0,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Chave Pozidrive CRV ponta magnética,,0.58,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Chave crescente cromo vanadio com punho de borracha,,3.1,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate porta eletrodos 500 AMP,,1.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Alicate de massa 500A  em aço cromado,,2.65,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bits profissionais 37pcs com ponta magnética,,4.75,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Jogo de chaves 46 Pcs - CRV,,15.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Correia aperto com tensor para camião,,0,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Funil em plástico preto,,1.25,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Aparelho de arrasto 4 TON,,10.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Carro de ferramentas com 3 prateleiras,,49.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Macaco de garrafa profissional,,7.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Aparelho diferêncial  Garibaldo em aço tratado de alta resistência,,39.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Pecliss aço - 150 x 0,2mm",,5.75,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Serrote tubular 10-12"" para corte de metal",,1.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Brocas H.S.S. -Conj. 5pcs - DIN 338,,0,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Busca polos 19cms T/SDS  profissional transparente,,0.85,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Cola Termofusível 1kg,,3.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Ficha tripla em T com proteção,,1.49,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Ficha com interruptor simples,,1.39,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Ficha tripla Rectângular,,1.65,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Interruptor estanque para exterior,,1.59,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Ficha branca PLST tipo SHUKO,,0.55,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Ficha preta PLST tipo SHUKO,,0.55,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Luz LED de presença 1W com interruptor,,0.9,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Fio de nylon para aparador de relva - 15 metros,,1.01,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Tesourão de poda curvo telescópico extensível,,0,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Tesourão poda profissional extensível,,0,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Tesoura de cortar sebes 23"" com lâmina ondulada 64 cm",,5.75,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Serrote  de poda no AR com lâmina,,6.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Serrote de poda pequeno dobrável,,2.4,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Tesoura poda tipo Nacional,,3.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pulverizador com lança em fibra,,8.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pulverizador,,0,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bateria GEL 8AH para pulverizador elétrico 16L,,13.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bomba elétrica para pulverizador de 16L,,6.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bomba para pulverizador manual,,0.75,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Punho para pulverizador 12/ 16 Lts,,1.49,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Lança telescópica 12/16 Lts Metálica para pulverizador,,2.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Lança telescopica para pulverizador de 12L ou 16L,,0.75,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pulverizador elétrico bateria  GEL com lança metálica telescópica,,27.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pulverizador pressão com lança metálica telescópica,,13.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Tomada rápida 3/4"" - 5/8""",,0.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Adaptador de torneira 1""",,0.42,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Adaptador de torneira 3/4""",,0.36,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Agulheta de plástico com regulador - encaixe rápido,,0.69,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Aspersor sectorial com regulação de direção  - 33 cm,,1.69,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Aspersor rotativo resistente, espiga com 3 saídas",,0.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Agulheta tipo pistola de rega com bico em latão com regulador frontal,,4.25,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Agulheta de rega, bico fino em plástico, encaixe rápido",,2.49,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Traçador de reta + pó de traçar azul,,0,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Serras craneanas Conjunto de 16 peças,,4.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Serras craneanas Conjunto de 11 peças,,2.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Serras craneanas Conjunto de 6 peças,,1.75,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Destorcedor móvel zincado niquelado,,27.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Manilha Galvanizada tipo europeu niquelado,,5.19,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Esticador galvanizado DIN 1480,,8.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Elo rápido galvanizado niquelado,,11,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Mosquetão Galvanizado niquelado,,8.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Mosquetão galvanizado com rosca,,12.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Gancho móvel redondo com mola niquelado,,24.25,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Gancho simples com elo móvel niquelado - Mosq T/ Francês,,4.3,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bicha Aço com um fecho,,1.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Ponteiro profissional com proteção,,2.35,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Escopro profissional com proteção,,2.35,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Traçador de reta + Pó de Traçar + nivel,,2.1,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Corta vidros profissional  com depósito para petróleo,,1.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Misturador- tinta / cola - Hexagonal,,1.34,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pistola mastik profissional de aço tipo italiano,,1.79,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pistola mastik de alumínio tipo italiano,,3.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pistola mastik profissional em tubo de alumínio,,4.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pá metálica quadrada vermelha,,5.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Fita métrica em aço - caixa metálica,,5.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Fita métrica com travão,,0.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Corrente branca e vermelha 8mmx25mts,,19.5,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Corrente de aço galvanizado,,39.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Fita teflon,,0.19,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Bits ponta magnética,,4.75,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Buchas PP saco de 100pcs,,0.4,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Rodizio industrial fixo - roda cinza,,1.17,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Rodizio Giratório industrial com travão - roda cinza,,1.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Rodizio Giratório industrial com roda cinza,,0.87,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Pedra de afiar Gadanha,,0.51,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,"Pedra de afiar óxido alumínio 2 faces 6"" ou 8""",,0.44,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Agrafador metálico 4-14mm ,,3.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Catrabucha de taça ondulada para rebarbadora,,1.79,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Catrabucha de taça entraçada para rebarbadora,,1.55,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Escova arame de aço Galv ou Latonado,,0.69,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Remendos e Cola para bicicleta,,0.69,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Fita de alumínio,,0.79,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Plástico com Fita 210x20mts,,2.69,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Abraçadeira Plst branco -saco100pcs,,0.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Abraçadeira Plst Preto - saco100pcs,,0.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Cadeado Latonado T/ Goldoor,,1.52,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Canhão de Segurança Cromado,,0,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Canhão de Segurança chave computador,,1.99,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Esticador Ramada,,0.37,110012,General Tools,Tools for The Workshop and Garage\General Tools,Sim,
,Esponja Polimento Preta 150MMx45MM-M14  -[AG00327],,2.49,110008,Polishing Materials,Abrasive Materials\Polishing Materials,Sim,
,Esponja Polimento Laranja 150MMx45MM-M14 -[AG00326] ,,2.49,110008,Polishing Materials,Abrasive Materials\Polishing Materials,Sim,
,Fato de chuva Reflector,,10.5,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Parka Impermiável Reflectora,,20.55,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Fato chuva em PU - profissional,,16.99,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Parka impermeável Reflector ,,16.45,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Blusão impermeável reflector,,29.5,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Colete Multibolsos reflector,,8,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Calça Multibolsos reflectora Azul ou Cinza,,11.5,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Fato chuva Nylon - Economic,,6.49,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Fato descartável Cat III tipo 5e6,,3.3,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Fato descartável Cat I ,,1.75,110003,Protective Clothing,Health and Safety Articles\Protective Clothing,Sim,
,Espatula em  ABS  - 250MM,,0.99,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha para pavimentos INOX 500 MM -A5717,,9.85,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha para estucador Inox 110x240MM,,10.99,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Espatula / Colher para Estucador Inox 100mm - A1704,,1.99,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha ABS 140x280MM (3MM) P/ CAPOTO - A7901,,1.8,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Espatula em Inox para Fachada com cabo PVC,,1.25,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Espatula em ABS 250 MM,,0.99,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha de Grosa Endurecida 120 x 375mm - A3701,,5.99,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha de Grosa Metalica 120x270mm - A3672,,2.99,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha para Lixa [ A0040],,1.59,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Espatula borracha 200mm,,1.09,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha esponja Laranja 280x140x20mm,,3.99,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha base borracha 240x100x20mm,,4.49,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Colher de Jardim,,5.7,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Pá (colher) Jardim,,4.73,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha borracha preta,,1.75,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Colher de pedreiro - cabo de borracha,,1.76,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Colher de pedreiro cortada - cabo de borracha,,1.79,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Colher de pedreiro  - cabo de madeira,,1.49,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Colher de pedreiro cortada  - cabo de madeira,,1.49,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha 120x500 prof. de inox dentada 10x10 T/Inox - cabo de madeira,,4.99,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha 120x500 prof. de inox lisa T/Inox - cabo de madeira,,5.89,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha 120x300 prof de aço lisa T/Inox- cabo de borracha,,3.79,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Talocha 125x300 prof. de aço dentada 8x8 - T/Inox - cabo de borracha,,3.3,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Espatula Polida em Inox com cabo de borracha ,,0.75,110006,Trowels and Spatulas,Construction and Renovation\Hand Tools\Trowels and Spatulas,Sim,
,Luva Nitrile Preta com nylon +grossa prof,,0.49,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,"Luva Nitrile azul 3/4"" grossa com Punho malha 10"" - 880127",,0.99,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva menage Amarela,,0.69,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva ANTI CORTE CINZA ,,1.79,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva em Espuma Nitrilo Preto - Respirável PROF.,,1.1,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva nylon e Latex - Estanque TOP,,1.49,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva gasolineira 27cms Nitrile Azul,,1.2,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva crute e pano com palma reforçada,,1.79,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva industrial preta,,0.69,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,"Luva nitrile com nylon, palma e dedos cinzentos",,0.38,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva nylon com latex na palma dedos,,0.55,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva  pele genuína branca com dorso em algodão,,1.95,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva pele genuína branca tipo chefe,,1.39,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva chefe pele genuína amarela,,1.55,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva chefe crute cinza,,1.09,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva mista de crute e pele branca,,1.29,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva para soldador crute vermelha,,2.49,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva de soldador pele + crute 35 cm,,1.85,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
,Luva para soldador crute cinza canhão,,1.65,110002,Work Gloves,Health and Safety Articles\Work Gloves,Sim,
